TaskID,TotalLength,TaskOutputFileSize,TaskFileLength,CpuTime,,UserLatitude,UserLongitude,DataCenterID,VmID,ENSEMBLE_predicted_DC,GA_predicted_DC,SNAKE_predicted_DC,SNAKE_predicted_VM,ENSEMBLE_predicted_VM
1329,19,15,20,0.703703704,,-32.52132936,-66.81923639,3,12,3,5,3,11,11
1330,62,16,18,2.48,,69.77712479,11.42797402,5,11,5,5,5,11,11
1331,22,11,10,2.383838384,,9.862058201,-128.2003409,5,3,5,5,5,3,3
1332,49,19,12,2.540350877,,42.00627996,-158.1787271,4,8,4,4,4,8,8
1333,71,13,15,5.461538462,,2.923959799,-4.535436131,4,5,4,4,4,5,5
1334,26,13,11,1.04,,47.82444613,30.75282469,4,11,4,5,4,11,11
1335,36,17,22,1.44,,44.94489554,-18.389591,5,11,5,5,5,11,11
1336,29,17,12,1.933333333,,-26.12412211,154.8030839,3,6,3,3,3,6,6
1337,61,15,12,4.00952381,,-59.48479567,-144.4881986,3,6,3,3,3,6,6
1338,87,10,11,3.48,,5.035695036,-130.4088046,3,11,3,3,3,11,11
1339,94,18,25,7.230769231,,2.188697882,-143.0979807,3,5,3,3,3,5,5
1340,48,20,10,3.152380952,,-20.31612908,-158.0013497,3,6,3,3,3,6,6
1341,43,20,20,1.72,,30.66672883,-29.15002547,4,11,4,4,4,11,11
1342,89,17,17,6.846153846,,-56.72754163,-178.698994,3,5,3,3,3,5,5
1343,18,16,25,1.11,,-87.34645763,67.99039362,3,7,3,3,3,6,7
1344,31,12,13,2.066666667,,-52.90610084,118.8829393,3,6,3,3,3,6,6
1345,27,18,22,1.08,,9.011002304,-98.51368366,5,11,5,5,5,11,11
1346,69,14,12,3.604324045,,39.15954201,179.9397719,5,8,5,5,5,8,8
1347,72,16,25,2.88,,46.15514475,74.58198477,4,11,4,4,4,11,11
1348,49,15,10,3.769230769,,-14.41263418,-172.703058,3,5,3,3,3,5,5
1349,58,13,24,3.406594427,,-15.14565754,-26.6259115,4,7,4,4,4,7,7
1350,64,14,22,2.56,,80.52910219,157.8491106,5,11,5,5,5,11,11
1351,46,15,24,3.538461538,,-71.11946708,25.64299835,4,5,4,4,4,5,5
1352,45,20,13,2.942857143,,51.24623405,70.95619231,4,6,4,4,4,6,6
1353,68,18,21,5.230769231,,-42.07036541,-174.0972992,3,5,3,3,3,5,5
1354,49,10,15,1.96,,80.26091067,87.69148757,5,11,5,5,5,11,11
1355,96,12,11,5.040601504,,69.4507712,92.38347826,5,8,5,5,5,8,8
1356,14,18,15,0.56,,68.12626014,-59.97906557,5,11,5,5,5,11,11
1357,36,17,19,3.272727273,,-56.02312948,170.8959572,3,4,3,3,3,4,4
1358,66,20,24,2.64,,24.57924426,-143.7709708,5,11,5,5,5,11,11
1359,41,19,13,3.153846154,,32.81110587,-39.92606523,4,5,4,4,5,5,5
1360,16,16,10,1.047619048,,79.69013626,-176.1305803,5,6,5,5,5,6,6
1361,97,20,23,3.88,,69.31372186,-48.40342842,4,11,4,4,4,11,11
1362,28,13,14,1.866666667,,19.57337364,113.7947197,4,6,4,4,5,6,6
1363,67,11,12,5.153846154,,-25.80176912,17.21544799,4,5,4,4,4,5,5
1364,21,12,12,1.4,,-53.74469639,53.76275474,4,6,4,3,3,6,6
1365,71,13,16,3.699159664,,-59.04136092,138.0078575,3,8,3,3,3,8,8
1366,35,10,21,1.268148148,,58.84509872,64.47631435,5,12,5,5,5,12,12
1367,15,10,21,1.153846154,,3.734507752,158.6655234,3,5,3,3,3,5,5
1368,50,18,16,3.846153846,,79.36481566,-23.67771968,5,5,5,5,5,5,5
1369,14,13,11,0.933333333,,-89.0670937,120.6539078,3,6,3,3,3,6,6
1370,63,20,13,2.147228608,,-22.67146097,44.78827972,4,13,4,4,4,13,13
1371,13,15,11,1.824175824,,70.20810592,-51.17487146,5,2,5,5,5,2,2
1372,93,15,25,4.41752322,,-32.57657379,130.9235162,3,9,3,3,3,9,9
1373,83,20,14,6.384615385,,-12.59021086,48.93354496,4,5,4,4,4,5,5
1374,69,20,13,2.76,,81.8765656,-9.665016211,5,11,5,5,5,11,11
1375,27,13,25,1.776666667,,4.485984721,88.76102629,4,6,4,4,4,6,6
1376,96,14,10,7.384615385,,50.99140259,-31.51561722,5,5,5,5,5,5,5
1377,98,17,11,4.63945157,,49.29162145,-71.88015412,4,9,4,4,4,9,9
1378,61,17,14,2.44,,-45.46173961,-29.66844768,4,11,4,4,4,11,11
1379,16,12,11,0.64,,31.19713672,-18.09115597,5,11,5,5,5,11,11
1380,11,20,10,0.44,,32.47147027,-134.5103213,5,11,5,5,5,11,11
1381,88,10,19,6.769230769,,38.40256438,65.33690625,4,5,4,4,4,5,5
1382,66,13,19,4.380952381,,81.80847908,-172.6248337,5,6,5,5,5,6,6
1383,96,14,22,3.54962963,,3.91197065,134.3381377,3,12,3,4,3,12,12
1384,84,12,24,3.977738464,,-39.15716059,-144.1362467,3,9,3,3,3,9,9
1385,46,18,12,3.538461538,,-25.72093419,-171.9183893,3,5,3,3,3,5,5
1386,95,10,22,3.261979566,,10.45946919,83.48562243,4,13,4,4,4,13,13
1387,35,13,22,2.692307692,,18.40801816,14.66574126,4,5,4,4,4,5,5
1388,14,17,21,1.948051948,,-41.51874161,172.405173,3,2,3,3,3,2,2
1389,10,15,12,0.666666667,,3.108215318,-149.4942015,3,6,3,3,3,6,6
1390,36,16,21,2.380952381,,-49.51297837,60.02831337,4,6,4,4,4,6,6
1391,80,19,13,6.153846154,,59.91698569,-81.71715923,5,5,5,4,5,5,5
1392,16,11,21,0.64,,-10.6810942,-55.26782439,5,11,5,5,5,11,11
1393,81,15,14,3.24,,-50.11650843,-178.6273575,3,11,3,3,3,11,11
1394,66,13,25,3.84440513,,37.25012359,13.17443133,4,7,4,4,4,7,7
1395,28,11,11,2.538461538,,-87.9087109,20.70811686,3,4,3,3,3,4,4
1396,58,14,20,3.016099071,,67.37234218,-174.3112591,5,8,5,5,5,8,8
1397,42,15,21,3.230769231,,-5.961171249,-26.43419431,5,5,5,4,4,5,5
1398,92,11,12,3.157598978,,52.59515014,-6.656590906,5,13,5,5,5,13,13
1399,32,16,15,2.461538462,,-42.418379,130.0457821,3,5,3,3,3,5,5
1400,30,16,10,2,,-61.65241143,45.71343428,3,6,3,3,3,6,6
1401,87,12,14,6.692307692,,59.00935825,-149.4703752,5,5,5,5,5,5,5
1402,13,13,13,0.866666667,,87.82618825,-169.9037321,5,6,5,5,5,6,6
1403,62,14,13,3.214761905,,62.93055556,83.44497278,4,8,4,5,5,8,8
1404,27,20,17,1.08,,88.56472965,-152.0434492,5,11,5,5,5,11,11
1405,91,17,16,3.366296296,,45.76827971,175.6416416,5,12,5,5,5,12,12
1406,68,15,10,3.256749226,,-53.34873485,113.1963146,3,9,3,3,3,9,9
1407,69,11,14,5.307692308,,45.16579063,4.881773781,4,5,4,4,4,5,5
1408,59,12,21,3.933333333,,-4.944937481,-19.75901466,4,6,4,4,4,6,6
1409,20,12,10,1.538461538,,-48.02338577,140.7959988,3,5,3,3,3,5,6
1410,46,13,16,1.84,,-0.790969377,28.05496719,4,11,4,4,4,11,11
1411,98,11,11,7.538461538,,23.87001116,23.46075436,4,5,4,4,4,5,5
1412,79,11,14,4.622939702,,-88.20593254,31.24784025,3,7,3,3,4,7,7
1413,99,12,15,3.96,,-7.259768879,21.12155864,4,11,4,4,4,11,11
1414,26,20,23,1.733333333,,-86.23634925,-178.4008923,3,6,3,3,3,6,6
1415,91,16,20,7,,87.04637908,-92.80761051,5,5,5,5,5,5,5
1416,80,16,18,3.768263305,,-69.85489492,-112.3088799,3,9,3,3,3,9,9
1417,28,12,22,1.12,,64.12869588,-149.5842907,5,11,5,5,5,11,11
1418,45,20,18,1.8,,-59.39723677,-162.7417987,3,11,3,3,3,11,11
1419,46,10,23,1.84,,39.04568562,-11.32111391,4,11,4,4,4,11,11
1420,92,17,22,7.076923077,,-62.66092025,-139.952004,3,5,3,3,3,5,5
1421,43,20,25,2.243343653,,59.36477442,164.719696,5,8,5,5,5,8,11
1422,80,15,14,2.931851852,,-38.08941923,28.14374387,4,12,4,4,4,12,12
1423,70,16,18,4.666666667,,53.12758748,-31.76272461,4,6,4,4,4,6,6
1424,63,10,23,4.846153846,,8.617701065,63.79726613,4,5,4,4,4,5,5
1425,36,15,17,1.44,,-84.84889155,47.21042617,3,11,3,3,3,11,11
1426,32,12,12,2.133333333,,24.08426017,-7.761780289,4,6,4,4,4,6,6
1427,90,17,16,6.923076923,,-82.10242043,158.5813432,3,5,3,3,3,5,5
1428,69,14,18,2.76,,-26.79519695,-165.3946831,3,11,3,3,3,11,11
1429,15,16,14,1,,-88.09996335,-120.7606508,3,6,3,3,3,6,6
1430,99,19,24,4.697439186,,-6.244170236,69.20828954,4,9,4,4,4,9,9
1431,11,20,23,0.44,,25.16106636,-20.03892928,5,11,5,5,5,11,11
1432,84,19,13,3.091851852,,-5.065163851,-81.37790249,5,12,5,5,5,12,12
1433,43,17,13,3.307692308,,78.0390576,-92.18272795,5,5,5,5,5,5,5
1434,79,13,22,3.760626566,,-60.99721647,-89.57168392,3,9,3,3,3,9,9
1435,69,10,13,5.307692308,,88.06981182,153.4298168,5,5,5,5,5,5,5
1436,90,16,13,3.6,,-67.16170123,154.2711472,3,11,3,3,3,11,11
1437,40,15,11,2.325882353,,83.05474074,-29.85579456,5,7,5,5,5,7,7
1438,37,20,22,2.846153846,,-74.70399544,56.09107919,3,5,3,3,3,5,5
1439,65,16,13,3.433809524,,40.97685129,157.229312,4,8,4,5,4,8,8
1440,39,10,20,1.56,,-22.5404187,153.0555655,3,11,3,3,3,11,11
1441,19,18,21,2.111111111,,22.28883505,-177.6736135,5,3,5,5,5,3,3
1442,90,19,24,6.923076923,,27.48580767,-160.5475785,5,5,5,5,5,5,5
1443,29,20,20,1.933333333,,65.75902202,150.6303046,4,6,4,5,5,6,6
1444,15,17,16,0.6,,-3.939410794,-92.36410088,5,11,5,5,5,11,11
1445,51,18,11,1.739310345,,-85.00720469,-7.959625488,3,13,3,3,3,12,13
1446,54,11,18,2.797110423,,-60.50312009,-124.1439752,3,8,3,3,3,8,8
1447,51,17,15,3.923076923,,42.87945674,141.1833761,5,5,5,5,5,5,5
1448,32,11,12,1.28,,0.893537741,130.5959795,4,11,4,3,3,11,11
1449,93,11,14,4.856700575,,33.07423498,-56.5464979,4,8,4,5,5,8,8
1450,98,16,17,3.92,,39.98176031,-63.47148229,5,11,5,5,5,11,11
1451,23,17,24,2.555555556,,-4.967989277,-76.84550708,4,3,4,4,4,3,3
1452,73,17,14,5.615384615,,-71.5307181,174.1296759,3,5,3,3,3,5,5
1453,90,17,21,4.280072239,,-45.72289388,-54.80720031,4,9,4,4,4,9,9
1454,17,13,11,1.798756799,,53.56929513,-126.0531294,5,3,5,5,5,3,3
1455,83,10,24,6.384615385,,-32.6446251,-47.29813376,4,5,4,4,4,5,5
1456,57,17,24,2.28,,7.804969503,-164.3968141,3,11,3,3,3,11,11
1457,80,14,24,3.2,,-31.70258081,-128.0912673,3,11,3,3,3,11,11
1458,82,16,10,4.287365473,,-35.96438657,-47.99473549,4,8,4,4,4,8,8
1459,32,10,16,2.881118881,,40.38737638,-47.09465703,5,4,5,5,5,4,4
1460,20,10,20,0.8,,7.828560213,17.33543054,4,11,4,4,4,11,11
1461,66,18,21,5.076923077,,-23.44455271,-5.431332058,5,5,4,4,5,5,5
1462,54,19,25,2.16,,-75.19273172,-109.4182753,3,11,3,3,3,11,11
1463,58,16,22,3.866666667,,-39.52771518,66.60097156,4,6,4,4,4,6,6
1464,10,19,14,0.4,,59.15203901,24.50096932,5,11,5,5,5,11,11
1465,100,20,10,7.692307692,,81.40173885,28.17758049,5,5,5,5,5,5,5
1466,79,13,20,2.603231162,,36.09496122,-149.711323,5,14,5,5,5,13,14
1467,37,19,22,2.195714286,,-37.90770685,96.92987036,3,7,4,4,3,7,7
1468,48,18,19,2.770897833,,73.550948,153.7583427,5,7,5,5,5,7,7
1469,39,10,19,1.56,,4.293110419,27.76328905,4,11,4,4,4,11,11
1470,23,12,14,1.533333333,,-17.8295651,78.71523384,4,6,4,4,4,6,6
1471,89,17,11,6.846153846,,-57.09614709,154.1707329,3,5,3,3,3,5,5
1472,93,18,17,5.455599292,,-89.97316413,-42.87180924,3,7,3,3,3,7,7
1473,61,18,22,2.44,,-41.3357331,-170.6122027,3,11,3,3,3,11,11
1474,34,13,16,1.36,,39.65434705,129.4885308,5,11,5,5,5,11,11
1475,18,18,15,1.384615385,,80.72744893,-119.6880759,5,5,5,5,5,5,6
1476,19,12,23,0.76,,-35.53738746,-89.44138914,3,11,3,3,3,11,11
1477,37,18,16,2.846153846,,-69.86458164,-41.4115883,4,5,4,4,4,5,5
1478,98,19,18,5.139308566,,-34.03230903,-29.76520031,4,8,4,4,4,8,8
1479,51,13,13,2.04,,24.41608023,-72.68134927,5,11,5,5,5,11,11
1480,24,18,19,1.846153846,,66.20067993,97.12135785,4,5,4,4,4,5,5
1481,39,20,17,3,,-4.640185056,-161.6596797,3,5,3,3,3,5,5
1482,78,12,16,3.12,,-59.42609918,-140.1669478,3,11,3,3,3,11,11
1483,78,11,25,6,,-85.27231037,83.00253429,3,5,3,3,3,5,5
1484,17,20,22,1.133333333,,-11.83651259,162.9804306,3,6,3,3,3,6,6
1485,82,14,22,3.8856848,,31.5536544,20.46950472,4,9,4,4,4,9,9
1486,71,10,15,2.84,,-14.71181462,-43.0009723,4,11,4,4,4,11,11
1487,31,15,15,2.384615385,,62.63353451,45.88787858,5,5,5,5,5,5,5
1488,86,18,18,3.763368716,,41.8665857,140.7986866,5,10,5,4,5,10,10
1489,52,12,16,4,,-71.10452125,-179.0849682,3,5,3,3,3,5,5
1490,61,12,24,4.692307692,,50.15370529,42.88339776,5,5,5,5,4,5,5
1491,81,11,19,3.24,,-19.73104674,-138.439303,3,11,3,3,3,11,11
1492,32,12,18,1.870588235,,57.85402231,167.6740171,5,7,5,5,5,7,7
1493,73,11,10,5.615384615,,-73.79393503,-77.57151202,3,5,3,3,3,5,5
1494,58,11,14,2.127407407,,11.14206953,-74.25963296,5,12,5,5,5,12,12
1495,40,17,25,2.055698069,,-66.8439178,49.38069253,4,8,3,4,4,8,8
1496,40,19,16,2.666666667,,50.14956898,75.98609822,5,6,5,4,5,6,6
1497,98,12,21,3.92,,-45.30690669,-123.0324112,3,11,3,3,3,11,11
1498,59,15,16,4.538461538,,37.57823115,-123.4354615,5,5,5,5,5,5,5
1499,41,18,19,2.733333333,,9.690617834,32.28028946,4,6,4,4,4,6,6
1500,27,19,14,2.405594406,,82.14219045,140.5059802,5,4,5,5,5,4,4
1501,66,16,10,3.458646617,,-39.86876832,171.5411053,3,8,3,3,3,8,8
1502,57,15,18,4.384615385,,-54.41405711,-68.01321408,4,5,4,3,4,5,5
1503,88,11,18,3.52,,77.30927215,-81.6777929,5,11,5,5,5,11,11
1504,16,18,18,1.066666667,,10.54829766,-154.3849508,5,6,5,5,5,6,6
1505,37,19,19,2.846153846,,-78.14966462,-79.97084179,3,5,3,3,3,5,5
1506,13,10,12,0.866666667,,73.06559964,-25.53214219,4,6,4,4,4,6,6
1507,77,16,10,3.648739496,,-0.273027573,-46.88843295,4,9,4,4,4,9,8
1508,61,16,13,4.692307692,,-68.14774759,27.53890666,4,5,4,4,4,5,5
1509,53,19,21,2.12,,61.00237141,26.82100237,4,11,4,4,4,11,11
1510,59,14,19,2.804098481,,38.31583293,150.7356525,5,9,5,5,5,9,9
1511,96,10,11,3.536296296,,-35.9662055,128.4182594,3,12,3,3,3,12,12
1512,78,11,22,6,,-80.30713936,-157.8527132,3,5,3,3,3,5,5
1513,67,10,22,3.517647059,,-51.53545975,-115.8476968,3,8,3,3,3,8,8
1514,24,15,20,1.846153846,,41.69669025,-42.07698437,5,5,5,5,5,5,5
1515,82,14,17,3.28,,-51.45555151,-36.85015801,4,11,4,4,4,11,11
1516,50,19,17,3.846153846,,42.31438808,-102.6505326,5,5,5,5,5,5,5
1517,80,10,24,4.687915377,,-14.33451937,-158.1924216,3,7,3,3,3,7,7
1518,37,10,11,2.846153846,,-86.7661693,-40.30646034,4,5,4,3,4,5,5
1519,61,20,25,4.692307692,,11.03149645,95.22760394,4,5,4,4,4,5,5
1520,23,18,23,0.92,,52.22638493,45.40574443,5,11,5,5,5,11,11
1521,26,14,18,0.962962963,,61.30419216,-98.26645597,5,12,5,5,4,11,12
1522,29,16,21,1.234782609,,48.45960325,165.7156872,5,10,5,5,5,10,10
1523,15,14,15,1,,0.426462783,109.8129684,4,6,4,4,3,6,6
1524,71,13,15,2.84,,43.90374022,73.63002203,4,11,4,4,4,11,11
1525,52,18,21,3.034704408,,64.41100427,-7.191142719,5,7,5,5,5,7,7
1526,78,15,23,6,,-38.29736271,-149.6199612,3,5,3,3,3,5,5
1527,71,20,12,2.6,,78.55428317,-27.42660378,5,12,5,5,5,12,12
1528,40,18,14,2.338935574,,47.36298365,-105.1171322,5,7,5,5,5,7,7
1529,69,19,10,3.241545039,,45.09062765,-168.3360439,4,9,4,5,5,9,9
1530,68,13,24,5.230769231,,-75.26699094,-5.231931452,4,5,4,4,4,5,5
1531,25,12,19,1,,76.70128063,50.01215927,5,11,5,5,5,11,11
1532,74,15,16,5.692307692,,40.89150997,-78.34452109,5,5,5,5,5,5,5
1533,38,16,23,2.533333333,,21.85451782,-69.79612462,4,6,4,4,5,6,6
1534,66,19,20,2.113541795,,31.59057363,-137.9342734,5,14,5,5,5,13,14
1535,41,18,18,2.733333333,,57.39889209,-19.68690343,4,6,4,5,5,6,6
1536,40,11,22,3.076923077,,-75.91645411,-157.7899915,3,5,3,3,3,5,5
1537,75,15,20,3,,-66.01911871,163.5015548,3,11,3,3,3,11,11
1538,89,17,12,5.23051747,,19.77316745,156.7270284,4,7,4,5,5,7,7
1539,64,15,15,4.923076923,,1.088806492,47.7422339,4,5,4,4,4,5,5
1540,51,13,11,1.86962963,,-27.41347136,-19.71292735,4,12,4,4,4,12,12
1541,95,12,17,4.517352204,,-27.95029004,-52.12789436,5,9,5,5,5,9,9
1542,30,13,14,2.307692308,,35.8449296,-35.18182744,5,5,5,5,5,5,5
1543,29,16,21,2.636363636,,22.15403145,17.97442839,4,4,4,4,4,3,4
1544,54,13,14,2.16,,34.48087965,-11.1729938,4,11,4,4,4,11,11
1545,45,18,22,3.461538462,,-12.71423587,109.7731759,3,5,3,4,3,5,5
1546,29,17,18,1.16,,78.69574844,-35.09342219,5,11,5,5,5,11,11
1547,50,19,13,2.443333333,,8.044473884,-175.386412,3,9,3,3,3,9,7
1548,16,13,18,0.64,,81.79358339,72.36087631,5,11,5,4,5,11,11
1549,18,15,11,0.662222222,,-42.40537744,-33.2538888,4,12,4,4,4,11,12
1550,62,13,23,2.48,,69.67750247,-151.4614125,5,11,5,5,5,11,11
1551,26,17,18,2.363636364,,87.67581724,130.7203088,5,4,5,5,5,4,4
1552,98,11,10,7.538461538,,26.27427156,66.2904914,4,5,4,4,4,5,5
1553,33,16,22,2.2,,-88.40349872,144.240845,3,6,3,3,3,6,6
1554,53,10,10,2.780156273,,-16.97779907,-10.44251277,4,8,4,4,4,8,8
1555,50,18,18,2,,-86.42096988,-28.90255988,3,11,3,3,3,11,11
1556,57,14,15,4.384615385,,17.21801957,88.27330485,4,5,4,4,4,5,5
1557,82,20,12,3.873713696,,81.21508437,-30.50056104,5,9,5,5,5,9,9
1558,23,14,11,0.92,,-34.75479675,171.6849327,3,11,3,3,3,11,11
1559,88,13,19,3.244444444,,-19.04027526,-147.407612,3,12,3,3,3,12,12
1560,13,16,24,1.444444444,,73.05571888,-18.89600304,4,3,4,4,4,3,3
1561,48,17,15,3.692307692,,1.480393459,-142.0770403,3,5,3,3,3,5,5
1562,83,11,24,4.340123839,,7.249727861,-161.7058656,3,8,3,3,3,8,8
1563,37,13,20,2.846153846,,-22.31600308,91.12376984,4,5,4,4,4,5,5
1564,71,18,14,2.84,,-82.78387538,100.8138038,3,11,3,3,3,11,11
1565,10,16,15,1.346984127,,37.87152607,-37.245431,5,2,5,5,5,2,2
1566,72,15,19,5.538461538,,46.44490343,-111.0778921,5,5,5,5,5,5,5
1567,64,19,14,3.012531328,,-89.77880083,72.70277809,3,9,3,3,3,9,9
1568,73,16,14,2.92,,28.21857135,-144.6064891,5,11,5,5,5,11,11
1569,17,11,21,1.887777778,,-58.09051012,111.641799,3,3,3,3,3,3,3
1570,75,20,15,3.532773109,,59.32249077,-39.33943523,4,9,4,4,4,9,9
1571,54,18,12,4.153846154,,-74.1256694,-175.4741985,3,5,3,3,3,5,5
1572,81,15,23,3.24,,-76.8408398,157.525661,3,11,3,3,3,11,11
1573,98,18,17,7.538461538,,35.39153072,-34.90178339,4,5,4,4,4,5,5
1574,96,10,25,4.563526463,,-52.98619685,115.9886502,3,9,3,3,3,9,9
1575,63,13,16,2.52,,23.02511543,-20.09377547,4,11,4,4,4,11,11
1576,47,11,18,3.615384615,,54.11320542,-12.09420913,5,5,5,5,5,5,5
1577,10,15,17,0.666666667,,-37.03038378,-43.95048601,4,6,4,4,4,6,6
1578,71,20,17,2.431060026,,79.08662468,106.2669063,5,13,5,5,5,13,11
1579,52,18,10,3.038655462,,-8.759951887,115.0965629,4,7,4,3,4,7,7
1580,58,19,13,4.461538462,,0.519237546,-0.993900358,5,5,5,4,5,5,5
1581,80,18,14,4.197346307,,74.72547589,139.2875958,5,8,5,5,5,8,8
1582,95,14,23,7.307692308,,47.63164508,146.7352135,5,5,5,5,5,5,5
1583,25,20,11,1,,51.96392961,-168.5548827,5,11,5,5,5,11,11
1584,26,17,12,1.04,,-47.50354785,-171.8021362,3,11,3,3,3,11,11
1585,13,15,18,0.52,,-46.94448091,-121.4678717,3,11,3,3,3,11,11
1586,25,15,24,1,,6.231712862,-70.10974052,5,11,5,5,5,11,11
1587,100,18,20,4.732655167,,-31.94558702,-25.70098186,4,9,4,4,4,9,9
1588,35,12,25,1.4,,-45.36180099,-13.82929709,4,11,4,4,4,11,11
1589,42,19,21,3.230769231,,-30.29444046,119.4307326,3,5,3,4,3,5,5
1590,33,16,10,2.538461538,,-12.53883069,-6.19109289,4,5,4,4,4,5,5
1591,80,15,22,3.2,,77.65486574,-148.3492,5,11,5,5,5,11,11
1592,45,12,13,3.461538462,,-47.75988023,-68.55120311,4,5,4,3,4,5,5
1593,64,11,11,3.764411028,,-33.30307289,16.28623235,4,7,4,4,4,7,7
1594,76,18,14,5.846153846,,6.307955559,57.92812891,4,5,4,4,4,5,5
1595,70,14,11,2.8,,-39.52707488,-159.9901245,3,11,3,3,3,11,11
1596,29,12,19,1.380175439,,35.85918493,-94.52714363,5,9,5,5,5,9,9
1597,24,17,14,1.6,,-41.63653958,-123.2666989,3,6,3,3,3,6,6
1598,83,12,10,3.32,,-54.68451862,-114.9424895,3,11,3,3,3,11,11
1599,17,16,16,1.133333333,,44.02028031,94.41325624,5,6,5,5,5,6,6
1600,81,11,17,6.230769231,,47.97137983,128.1208768,4,5,4,4,5,5,5
1601,75,20,23,3.525932478,,-35.43089148,140.2341915,3,9,3,3,3,9,9
1602,79,10,14,3.16,,-30.59312175,-4.284240317,4,11,4,4,4,11,11
1603,53,11,25,4.076923077,,28.93194312,-16.02447964,4,5,4,4,4,5,5
1604,23,10,20,1.533333333,,53.99823931,47.87101933,5,6,5,5,5,6,6
1605,96,18,11,4.559103641,,-83.88538377,-37.99340378,3,9,3,3,3,9,9
1606,30,13,23,2.713286713,,73.23797824,63.24745394,5,4,5,4,5,4,4
1607,56,16,23,2.24,,37.71295317,104.275677,5,11,5,4,5,11,11
1608,84,14,10,6.461538462,,-21.44715621,-141.7551693,3,5,3,3,3,5,5
1609,90,10,20,3.883915672,,-34.76958971,-146.4020759,3,10,3,3,3,10,11
1610,52,19,16,2.08,,-60.84658509,-154.3928647,3,11,3,3,3,11,11
1611,40,10,16,1.6,,70.82106108,-73.6573404,5,11,5,5,5,11,11
1612,46,10,22,3.538461538,,76.60263723,13.46313565,5,5,5,5,5,5,5
1613,11,14,15,0.44,,1.276682218,32.78367027,4,11,4,4,4,11,11
1614,93,17,17,4.414005602,,-48.60203783,-36.58425198,4,9,4,4,4,9,9
1615,35,14,11,2.692307692,,-50.5551962,41.81608484,4,5,4,4,4,5,5
1616,72,10,10,2.88,,51.36824148,-96.68251417,5,11,5,5,5,11,11
1617,33,11,13,2.538461538,,47.79061112,-8.825786044,4,5,4,5,5,5,5
1618,38,15,11,2.923076923,,54.94223618,-53.41779357,5,5,5,5,5,5,5
1619,26,18,23,1.04,,-59.00164191,63.41320772,4,11,4,4,4,11,11
1620,32,13,23,2.909090909,,-55.68762351,15.47877401,4,4,4,4,4,4,4
1621,58,16,17,2.745098039,,-68.48668898,-122.6339034,3,9,3,3,3,9,9
1622,64,15,14,2.37037037,,26.11850214,-129.5903312,5,12,5,5,5,12,11
1623,42,19,13,3.230769231,,-32.75845525,38.91004655,4,5,4,4,4,5,5
1624,71,18,13,4.174189886,,-10.48448471,-39.99943327,4,7,4,4,4,7,7
1625,11,18,22,0.44,,-16.01316115,-75.53642793,5,11,5,5,5,11,11
1626,35,12,22,2.692307692,,4.03862943,83.62394768,4,5,4,4,4,5,5
1627,76,11,16,2.605466156,,-87.87871823,86.80637533,3,13,3,3,3,13,13
1628,26,11,23,2,,-36.67407883,-150.3787713,3,5,3,3,3,5,5
1629,43,11,23,3.307692308,,84.19854593,178.0646553,5,5,5,5,5,5,5
1630,15,13,13,1,,75.26950027,-124.7849287,5,6,5,5,5,6,6
1631,30,19,25,2,,-63.38741996,52.37642906,3,6,3,4,3,6,6
1632,23,17,15,2.485625486,,-68.71318931,-2.888465015,3,3,3,3,3,3,3
1633,18,17,18,0.72,,77.03109415,115.5885348,5,11,5,5,5,11,11
1634,78,20,25,4.535780628,,-70.66336629,3.518175004,3,7,4,4,3,7,7
1635,10,13,20,1.396825397,,-27.83776826,-168.7357789,3,2,3,3,3,2,2
1636,75,15,10,3,,-0.916487524,-128.6756758,5,11,5,5,5,11,11
1637,16,16,10,1.676767677,,-79.08148425,55.05037527,3,3,3,3,3,3,3
1638,65,10,22,5,,20.88368496,66.14410574,4,5,4,4,4,5,5
1639,83,15,14,4.83019313,,-2.995906111,8.196014351,4,7,4,4,4,7,7
1640,20,16,24,0.8,,22.86261838,-153.7479471,5,11,5,5,5,11,11
1641,97,18,22,3.88,,17.89476159,0.006665844,4,11,4,4,4,11,11
1642,61,14,16,4.692307692,,8.734755534,-152.3630328,5,5,5,5,5,5,5
1643,71,14,10,3.371428571,,-11.07842282,-3.121088595,4,9,4,4,4,9,9
1644,15,19,17,1.564102564,,-38.93780937,-149.6360345,3,3,3,3,3,3,3
1645,54,13,22,4.153846154,,-75.89491635,-148.3928015,3,5,3,3,3,5,5
1646,15,14,15,0.6,,-53.35132103,109.8181093,3,11,3,3,3,11,11
1647,18,11,10,0.72,,-47.13923733,90.157507,4,11,4,3,3,11,11
1648,26,13,17,1.04,,-21.98532259,-0.332840323,4,11,4,4,4,11,11
1649,70,11,11,2.405517241,,47.31251087,83.22362184,5,13,5,5,5,13,13
1650,22,15,16,2.424242424,,-56.98880078,161.2127072,3,3,3,3,3,3,3
1651,14,13,12,0.933333333,,48.67984686,7.918100803,4,6,4,4,5,6,6
1652,38,11,19,2.533333333,,-81.45978472,-128.1945538,3,6,3,3,3,6,6
1653,96,10,24,7.384615385,,10.64687931,-154.764288,5,5,5,3,5,5,5
1654,97,14,12,5.093527937,,19.33966846,28.51679633,4,8,4,4,4,8,8
1655,72,15,23,2.88,,-81.78871433,-138.7867511,3,11,3,3,3,11,11
1656,20,18,19,1.538461538,,-31.70774958,-118.2126674,3,5,3,3,3,5,5
